0,-0.176919531,-0.245
0.01,-0.030747154,-0.215
0.02,-0.129033464,-0.185
0.03,-0.262771492,-0.175
0.04,0.00256603,-0.17
0.05,-0.12115559,-0.17
0.06,-0.199774074,-0.185
0.07,-0.283107112,-0.17
0.08,-0.078176217,-0.16
0.09,-0.288808131,-0.15
0.1,-0.129334743,-0.17
0.11,-0.215550748,-0.205
0.12,-0.270925423,-0.22
0.13,-0.193888032,-0.23
0.14,-0.17380232,-0.21
0.15,-0.036574966,-0.19
0.16,-0.251380444,-0.175
0.17,-0.189936186,-0.185
0.18,-0.137930493,-0.19
0.19,-0.225017392,-0.19
0.2,-0.169874565,-0.2
0.21,-0.165763503,-0.2
0.22,0.031048546,-0.21
0.23,-0.211505748,-0.205
0.24,-0.244701687,-0.215
0.25,-0.123446804,-0.205
0.26,-0.212815068,-0.225
0.27,-0.232752668,-0.235
0.28,-0.312716782,-0.225
0.29,-0.217495799,-0.205
0.3,-0.144651377,-0.21
0.31,-0.283255149,-0.2
0.32,-0.236936579,-0.2
0.33,-0.126503851,-0.195
0.34,-0.200661909,-0.185
0.35,-0.265729037,-0.19
0.36,-0.207409027,-0.215
0.37,-0.323137082,-0.22
0.38,-0.343618635,-0.195
0.39,-0.042248991,-0.195
0.4,-0.063928332,-0.22
0.41,-0.175824228,-0.25
0.42,-0.192279503,-0.22
0.43,-0.083266012,-0.165
0.44,-0.341773111,-0.15
0.45,-0.128537764,-0.145
0.46,-0.311162041,-0.185
0.47,-0.166462329,-0.195
0.48,-0.167004253,-0.195
0.49,-0.157790465,-0.185
0.5,-0.221529745,-0.17
0.51,-0.216947618,-0.16
0.52,-0.295662553,-0.16
0.53,-0.327468,-0.18
0.54,-0.082786608,-0.205
0.55,-0.317920915,-0.2
0.56,-0.070060502,-0.165
0.57,-0.137300615,-0.135
0.58,-0.16575704,-0.13
0.59,-0.219625359,-0.13
0.6,-0.095699359,-0.13
0.61,0.059243164,-0.11
0.62,-0.118854519,-0.065
0.63,0.010901091,-0.03
0.64,-0.086998537,-0.04
0.65,-0.11349719,-0.055
0.66,-0.007654916,-0.055
0.67,-0.082307097,-0.035
0.68,-0.088480347,0
0.69,0.001299669,0.015
0.7,0.185500059,0.015
0.71,-0.015047694,0
0.72,0.193370139,0.01
0.73,-0.060834331,0.015
0.74,-0.024844139,0.02
0.75,0.021186413,0.035
0.76,0.001957093,0.045
0.77,0.100940241,0.04
0.78,0.137215373,0.03
0.79,-0.035642881,0.025
0.8,0.137704897,0.005
0.81,0.047263105,-0.005
0.82,0.051019355,-0.025
0.83,0.040375544,-0.05
0.84,-0.04661167,-0.05
0.85,-0.107468482,-0.045
0.86,-0.024302394,-0.025
0.87,-0.008815399,-0.02
0.88,0.056335299,-0.035
0.89,-0.075030168,-0.065
0.9,-0.19409967,-0.065
0.91,-0.100648506,-0.075
0.92,-0.17308529,-0.07
0.93,0.005664586,-0.085
0.94,-0.092044555,-0.1
0.95,0.047505243,-0.14
0.96,-0.010970351,-0.145
0.97,-0.19165281,-0.14
0.98,-0.055087128,-0.115
0.99,-0.123771441,-0.095
1,-0.10557785,-0.09
1.01,-0.102815355,-0.1
1.02,0.041392261,-0.11
1.03,0.052206653,-0.125
1.04,-0.073344519,-0.125
1.05,-0.220394911,-0.11
1.06,-0.030181987,-0.085
1.07,0.037130344,-0.095
1.08,-0.056789714,-0.08
1.09,-0.014679747,-0.065
1.1,-0.116883406,-0.03
1.11,-0.053242551,-0.04
1.12,-0.045629259,-0.065
1.13,-0.042624287,-0.11
1.14,-0.020610153,-0.145
1.15,-0.135422516,-0.145
1.16,-0.051626488,-0.075
1.17,-0.025155232,0.035
1.18,0.132421217,0.22
1.19,0.347759927,0.435
1.2,0.82704619,0.695
1.21,0.969791374,1.005
1.22,1.258597131,1.3
1.23,1.467384751,1.535
1.24,1.796857636,1.72
1.25,1.719785514,1.82
1.26,1.639568329,1.72
1.27,1.399633382,1.425
1.28,0.909853866,1.02
1.29,0.629242544,0.6
1.3,0.256012801,0.2
1.31,0.023208096,-0.095
1.32,-0.250666492,-0.215
1.33,-0.190923508,-0.19
1.34,-0.105976006,-0.125
1.35,0.030315594,-0.105
1.36,-0.009233264,-0.115
1.37,-0.18932973,-0.13
1.38,0.009993725,-0.1
1.39,-0.121831933,-0.075
1.4,-0.153442432,-0.08
1.41,0.15957358,-0.11
1.42,-0.002752821,-0.125
1.43,-0.390200511,-0.155
1.44,-0.078855053,-0.165
1.45,-0.242284368,-0.17
1.46,-0.250597576,-0.17
1.47,-0.170917504,-0.17
1.48,-0.171832186,-0.17
1.49,-0.326823185,-0.185
1.5,-0.142954138,-0.185
1.51,-0.183213588,-0.2
1.52,-0.218815912,-0.19
1.53,-0.24786715,-0.175
1.54,-0.098661794,-0.155
1.55,-0.065995234,-0.14
1.56,-0.094951874,-0.175
1.57,-0.268113439,-0.175
1.58,-0.151934871,-0.17
1.59,-0.268863878,-0.15
1.6,0.011799149,-0.16
1.61,-0.226185129,-0.165
1.62,-0.207144268,-0.18
1.63,-0.198990611,-0.19
1.64,-0.177953395,-0.165
1.65,-0.14899361,-0.14
1.66,-0.130625549,-0.13
1.67,-0.095833949,-0.15
1.68,-0.218582849,-0.16
1.69,-0.250356822,-0.145
1.7,-0.07383323,-0.125
1.71,-0.0711497,-0.115
1.72,-0.229188396,-0.11
1.73,-0.058024083,-0.115
1.74,-0.19340561,-0.12
1.75,0.033695771,-0.115
1.76,-0.220745362,-0.095
1.77,-0.077211917,-0.085
1.78,0.067195988,-0.09
1.79,0.113822653,-0.09
1.8,-0.192230262,-0.1
1.81,-0.160896488,-0.095
1.82,-0.111303405,-0.085
1.83,-0.154463491,-0.065
1.84,-0.176898877,-0.06
1.85,-0.215285815,-0.07
1.86,-0.125429667,-0.05
1.87,-0.219151802,-0.045
1.88,0.075258818,-0.02
1.89,0.006397725,0.01
1.9,-0.00824917,0.02
1.91,-0.014819814,0.04
1.92,-0.069768169,0.055
